<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
BTC.V,D,20130114,000000,14.12,14.35,14.11,14.3,0,0
BTC.V,D,20130115,000000,14.3,14.48,13.99,14.25,0,0
BTC.V,D,20130116,000000,14.25,14.73,14.21,14.73,0,0
BTC.V,D,20130117,000000,14.73,15.7,14.63,15.5,0,0
BTC.V,D,20130118,000000,15.5,15.99,15.41,15.7,0,0
BTC.V,D,20130119,000000,15.7,15.77,15.25,15.62,0,0
BTC.V,D,20130120,000000,15.62,15.89,15.51,15.7,0,0
BTC.V,D,20130121,000000,15.7,16.98,15.63,16.8,0,0
BTC.V,D,20130122,000000,16.8,17.59,16.65,17.26,0,0
BTC.V,D,20130123,000000,17.26,17.59,16.8,17.5,0,0
BTC.V,D,20130124,000000,17.5,19.19,15.61,16.9,0,0
BTC.V,D,20130125,000000,16.9,17.8,15.39,17.4,0,0
BTC.V,D,20130126,000000,17.4,17.88,16.54,17.88,0,0
BTC.V,D,20130127,000000,17.88,18,17.21,17.82,0,0
BTC.V,D,20130128,000000,17.82,18.88,17.75,18.72,0,0
BTC.V,D,20130129,000000,18.72,19.8,18.7,19.53,0,0
BTC.V,D,20130130,000000,19.53,19.8,19.15,19.7,0,0
BTC.V,D,20130131,000000,19.7,21.43,19.51,20.41,0,0
BTC.V,D,20130201,000000,20.41,21.13,20.3,20.5,0,0
BTC.V,D,20130202,000000,20.5,20.5,18,19.63,0,0
BTC.V,D,20130203,000000,19.63,20.9,19.42,20.59,0,0
BTC.V,D,20130204,000000,20.59,21.05,19.86,20.43,0,0
BTC.V,D,20130205,000000,20.43,20.79,20.2,20.6,0,0
BTC.V,D,20130206,000000,20.6,21.33,20.6,21.18,0,0
BTC.V,D,20130207,000000,21.18,22.22,20.77,22.15,0,0
BTC.V,D,20130208,000000,22.15,22.77,22,22.66,0,0
BTC.V,D,20130209,000000,22.66,23.99,22.58,23.65,0,0
BTC.V,D,20130210,000000,23.65,24.11,22.67,23.97,0,0
BTC.V,D,20130211,000000,23.97,24.68,23.65,24.65,0,0
BTC.V,D,20130212,000000,24.65,25.83,24.3,25.17,0,0
BTC.V,D,20130213,000000,25.17,26.3,24.19,24.2,0,0
BTC.V,D,20130214,000000,24.2,27.6,21.72,27.22,0,0
BTC.V,D,20130215,000000,27.22,27.51,26.1,27.1,0,0
BTC.V,D,20130216,000000,27.1,27.5,26.81,27.22,0,0
BTC.V,D,20130217,000000,27.22,27.4,25,26.81,0,0
BTC.V,D,20130218,000000,26.81,27.15,26.36,26.95,0,0
BTC.V,D,20130219,000000,26.95,29.65,26.8,29.42,0,0
BTC.V,D,20130220,000000,29.42,29.87,28.99,29.65,0,0
BTC.V,D,20130221,000000,29.65,29.98,29.31,29.75,0,0
BTC.V,D,20130222,000000,29.75,31.3,29.67,30.25,0,0
BTC.V,D,20130223,000000,30.25,30.69,28,29.8,0,0
BTC.V,D,20130224,000000,29.8,30.4,29.2,29.89,0,0
BTC.V,D,20130225,000000,29.89,30.4,29.55,30.4,0,0
BTC.V,D,20130226,000000,30.4,31.7,30.12,31.1,0,0
BTC.V,D,20130227,000000,31.1,31.65,30.79,30.9,0,0
BTC.V,D,20130228,000000,30.9,34.52,30.9,33.38,0,0
BTC.V,D,20130301,000000,33.38,34.9,32.92,34.5,0,0
BTC.V,D,20130302,000000,34.5,34.81,33.15,34.25,0,0
BTC.V,D,20130303,000000,34.25,34.5,33.8,34.5,0,0
BTC.V,D,20130304,000000,34.5,36.7,34.19,36.15,0,0
BTC.V,D,20130305,000000,36.15,40.65,36.15,40.33,0,0
BTC.V,D,20130306,000000,40.33,49.1,40.14,41.02,0,0
BTC.V,D,20130307,000000,41.02,45.5,33.3,42,0,0
BTC.V,D,20130308,000000,42,44.5,41.02,44.18,0,0
BTC.V,D,20130309,000000,44.18,46.99,43.41,46.85,0,0
BTC.V,D,20130310,000000,46.85,47.95,45.47,46,0,0
BTC.V,D,20130311,000000,46,48.47,45.54,48.4,0,0
BTC.V,D,20130312,000000,48.4,48.4,36.65,44.29,0,0
BTC.V,D,20130313,000000,44.29,47.3,43.75,46.92,0,0
BTC.V,D,20130314,000000,46.92,47.99,46.05,47.17,0,0
BTC.V,D,20130315,000000,47.17,47.45,46.4,46.95,0,0
BTC.V,D,20130316,000000,46.95,47.36,46.27,47,0,0
BTC.V,D,20130317,000000,47,47.74,46.8,47.4,0,0
BTC.V,D,20130318,000000,47.4,52.88,47.12,51.6,0,0
BTC.V,D,20130319,000000,51.6,62,50,59.14,0,0
BTC.V,D,20130320,000000,59.14,66,57.7,64.49,0,0
BTC.V,D,20130321,000000,64.49,74.9,63.1,70.85,0,0
BTC.V,D,20130322,000000,70.85,73.75,65,69.87,0,0
BTC.V,D,20130323,000000,69.87,70.5,52.35,64.35,0,0
BTC.V,D,20130324,000000,64.35,72.5,62.7,71.5,0,0
BTC.V,D,20130325,000000,71.5,78,69.52,73.6,0,0
BTC.V,D,20130326,000000,73.6,79.72,73.11,78.5,0,0
BTC.V,D,20130327,000000,78.5,89.5,78.4,88.92,0,0
BTC.V,D,20130328,000000,88.92,95.7,75,86.18,0,0
BTC.V,D,20130329,000000,86.18,93.06,83.01,90.5,0,0
BTC.V,D,20130330,000000,90.5,94.98,87,92.19,0,0
BTC.V,D,20130331,000000,92.19,93.8,91,93.03,0,0
BTC.V,D,20130401,000000,93.03,106,92.24,104,0,0
BTC.V,D,20130402,000000,104,118.36,99,117.98,0,0
BTC.V,D,20130403,000000,117.98,147,110,135,0,0
BTC.V,D,20130404,000000,135,142.12,116.39,132.12,0,0
BTC.V,D,20130405,000000,132.12,144.94,130.24,142.32,0,0
BTC.V,D,20130406,000000,142.32,143.9,139.54,142.63,0,0
BTC.V,D,20130407,000000,142.63,164.9,142.63,162.3,0,0
BTC.V,D,20130408,000000,162.3,194.9,162.3,187.5,0,0
BTC.V,D,20130409,000000,187.5,240.11,186.5,230,0,0
BTC.V,D,20130410,000000,230,266,105,165,0,0
BTC.V,D,20130411,000000,165,188.7,110.2,124.9,0,0
BTC.V,D,20130412,000000,124.9,140,54.25,117,0,0
BTC.V,D,20130413,000000,117,130,85.5,93,0,0
BTC.V,D,20130414,000000,93,110,84.44,90,0,0
BTC.V,D,20130415,000000,90,102,71.51,82.39,0,0
BTC.V,D,20130416,000000,82.39,84.5,50.01,68.36,0,0
BTC.V,D,20130417,000000,68.36,98.78,63.3,93.07,0,0
BTC.V,D,20130418,000000,93.07,113,86,109.01,0,0
BTC.V,D,20130419,000000,109.01,136.43,105.54,118.48,0,0
BTC.V,D,20130420,000000,118.48,132,115,126.62,0,0
BTC.V,D,20130421,000000,126.62,130.5,110,119.2,0,0
BTC.V,D,20130422,000000,119.2,127.4,118.5,127.4,0,0
BTC.V,D,20130423,000000,127.4,144.02,124.97,143.48,0,0
BTC.V,D,20130424,000000,143.48,166.43,140.97,154.2,0,0
BTC.V,D,20130425,000000,154.2,162,120.09,141.71,0,0
BTC.V,D,20130426,000000,141.71,144.99,121.45,136.9,0,0
BTC.V,D,20130427,000000,136.9,139.88,122.71,128,0,0
BTC.V,D,20130428,000000,128,136.68,127.5,134.44,0,0
BTC.V,D,20130429,000000,134.44,149.08,133,144,0,0
BTC.V,D,20130430,000000,144,146.93,134,139.23,0,0
BTC.V,D,20130501,000000,139.23,140.06,104,116.38,0,0
BTC.V,D,20130502,000000,116.38,126.9,91.11,106.25,0,0
BTC.V,D,20130503,000000,106.25,109,79,98.1,0,0
BTC.V,D,20130504,000000,98.1,116.3,92,112.9,0,0
BTC.V,D,20130505,000000,112.9,118.85,107,115.98,0,0
BTC.V,D,20130506,000000,115.98,124.9,106.01,112.25,0,0
BTC.V,D,20130507,000000,112.25,114,97.52,109.6,0,0
BTC.V,D,20130508,000000,109.6,116.78,109.5,113.2,0,0
BTC.V,D,20130509,000000,113.2,113.72,108.8,112.8,0,0
BTC.V,D,20130510,000000,112.8,122.5,111.54,117.7,0,0
BTC.V,D,20130511,000000,117.7,118.74,113,115.64,0,0
BTC.V,D,20130512,000000,115.64,117.47,112.4,114.82,0,0
BTC.V,D,20130513,000000,114.82,118.88,114.5,117.98,0,0
BTC.V,D,20130514,000000,117.98,119.8,109.42,111.4,0,0
BTC.V,D,20130515,000000,111.4,116.44,103.02,114.22,0,0
BTC.V,D,20130516,000000,114.22,118.97,112.1,118.21,0,0
BTC.V,D,20130517,000000,118.21,125.56,116.57,123.5,0,0
BTC.V,D,20130518,000000,123.5,125.31,122.25,123.21,0,0
BTC.V,D,20130519,000000,123.21,124.5,119.5,122.5,0,0
BTC.V,D,20130520,000000,122.5,123.69,120.1,122.02,0,0
BTC.V,D,20130521,000000,122.02,123.08,121.1,122.89,0,0
BTC.V,D,20130522,000000,122.89,124.5,122,123.8,0,0
BTC.V,D,20130523,000000,123.8,126.93,123,126.3,0,0
BTC.V,D,20130524,000000,126.3,133.98,125.36,133.1,0,0
BTC.V,D,20130525,000000,133.1,133.5,128.2,131.99,0,0
BTC.V,D,20130526,000000,131.99,136,130.61,133.5,0,0
BTC.V,D,20130527,000000,133.5,135.47,124,129.77,0,0
BTC.V,D,20130528,000000,129.77,130.63,125.4,129,0,0
BTC.V,D,20130529,000000,129,132.72,127.6,132.25,0,0
BTC.V,D,20130530,000000,132.25,132.4,126.5,128.8,0,0
BTC.V,D,20130531,000000,128.8,130,126.33,128.82,0,0
BTC.V,D,20130601,000000,128.82,129.79,127.1,129.3,0,0
BTC.V,D,20130602,000000,129.3,130.1,115,122.5,0,0
BTC.V,D,20130603,000000,122.5,122.78,115.11,120.74,0,0
BTC.V,D,20130604,000000,120.74,123.99,118.79,121.4,0,0
BTC.V,D,20130605,000000,121.4,123.5,119.5,121.9,0,0
BTC.V,D,20130606,000000,121.9,123.3,117,118.97,0,0
BTC.V,D,20130607,000000,118.97,119.13,106.15,111,0,0
BTC.V,D,20130608,000000,111,113.19,107,107.89,0,0
BTC.V,D,20130609,000000,107.89,108.99,88,100.44,0,0
BTC.V,D,20130610,000000,100.44,110.63,95,106.35,0,0
BTC.V,D,20130611,000000,106.35,109.6,103.23,109,0,0
BTC.V,D,20130612,000000,109,112.25,106,108.78,0,0
BTC.V,D,20130613,000000,108.78,110.3,100.3,103.95,0,0
BTC.V,D,20130614,000000,103.95,104.7,97.1,100,0,0
BTC.V,D,20130615,000000,100,103.7,97.5,99.8,0,0
BTC.V,D,20130616,000000,99.8,101.75,98.9,99.9,0,0
BTC.V,D,20130617,000000,99.9,102.4,98.9,101.95,0,0
BTC.V,D,20130618,000000,101.95,113.3,101.03,107.35,0,0
BTC.V,D,20130619,000000,107.35,110.99,104.66,108.25,0,0
BTC.V,D,20130620,000000,108.25,114.48,107.12,111.29,0,0
BTC.V,D,20130621,000000,111.29,115.01,107.56,109.5,0,0
BTC.V,D,20130622,000000,109.5,109.96,107.51,108.2,0,0
BTC.V,D,20130623,000000,108.2,109,106.2,107.9,0,0
BTC.V,D,20130624,000000,107.9,108.33,100.76,102.09,0,0
BTC.V,D,20130625,000000,102.09,109.98,100,103.33,0,0
BTC.V,D,20130626,000000,103.33,105.49,101.83,104,0,0
BTC.V,D,20130627,000000,104,104,100.06,101.74,0,0
BTC.V,D,20130628,000000,101.74,101.79,92.25,94.66,0,0
BTC.V,D,20130629,000000,94.66,100.44,93,95,0,0
BTC.V,D,20130630,000000,95,98.12,93.85,97.51,0,0
BTC.V,D,20130701,000000,97.51,98.18,86.01,88.05,0,0
BTC.V,D,20130702,000000,88.05,92.57,87.51,90.41,0,0
BTC.V,D,20130703,000000,90.41,91.2,76,78.89,0,0
BTC.V,D,20130704,000000,78.89,84.27,72,80.04,0,0
BTC.V,D,20130705,000000,80.04,80.6,65.42,68.5,0,0
BTC.V,D,20130706,000000,68.5,75,66.81,69.66,0,0
BTC.V,D,20130707,000000,69.66,77,66.6,76.5,0,0
BTC.V,D,20130708,000000,76.5,80,72.46,76,0,0
BTC.V,D,20130709,000000,76,78.3,72.51,76.7,0,0
BTC.V,D,20130710,000000,76.7,89.84,75.53,88,0,0
BTC.V,D,20130711,000000,88,90.7,85,88.98,0,0
BTC.V,D,20130712,000000,88.98,104.17,88,93.99,0,0
BTC.V,D,20130713,000000,93.99,98.32,87.76,98.32,0,0
BTC.V,D,20130714,000000,98.32,99,92.86,94.42,0,0
BTC.V,D,20130715,000000,94.42,101.94,93.11,98.89,0,0
BTC.V,D,20130716,000000,98.89,100.73,96,97.1,0,0
BTC.V,D,20130717,000000,97.1,100,96.18,98.5,0,0
BTC.V,D,20130718,000000,98.5,98.8,86.2,90.07,0,0
BTC.V,D,20130719,000000,90.07,95.2,87.6,92,0,0
BTC.V,D,20130720,000000,92,93.1,89.27,89.82,0,0
BTC.V,D,20130721,000000,89.82,92,88,92,0,0
BTC.V,D,20130722,000000,92,92,89.8,91.6,0,0
BTC.V,D,20130723,000000,91.6,97.13,91.6,95.56,0,0
BTC.V,D,20130724,000000,95.56,95.99,92.3,95.09,0,0
BTC.V,D,20130725,000000,95.09,97.48,93.57,96.95,0,0
BTC.V,D,20130726,000000,96.95,97.48,96,96.02,0,0
BTC.V,D,20130727,000000,96.02,97,93,94.4,0,0
BTC.V,D,20130728,000000,94.4,100.58,94,98.78,0,0
BTC.V,D,20130729,000000,98.78,102.85,98.45,101.48,0,0
BTC.V,D,20130730,000000,101.48,107.99,100.47,107.96,0,0
BTC.V,D,20130731,000000,107.96,111.65,103.55,106.21,0,0
BTC.V,D,20130801,000000,106.21,108,103,104,0,0
BTC.V,D,20130802,000000,104,108,101.21,104.5,0,0
BTC.V,D,20130803,000000,104.5,105.89,102,104.95,0,0
BTC.V,D,20130804,000000,104.95,106,103.5,105.12,0,0
BTC.V,D,20130805,000000,105.12,107.77,105,106.72,0,0
BTC.V,D,20130806,000000,106.72,107.5,105.11,106.56,0,0
BTC.V,D,20130807,000000,106.56,106.96,105.22,105.99,0,0
BTC.V,D,20130808,000000,105.99,106.65,100.96,103.05,0,0
BTC.V,D,20130809,000000,103.05,105.79,101.94,102.8,0,0
BTC.V,D,20130810,000000,102.8,103.9,102.38,103,0,0
BTC.V,D,20130811,000000,103,105.19,102.7,105,0,0
BTC.V,D,20130812,000000,105,108.12,103.5,106.81,0,0
BTC.V,D,20130813,000000,106.81,109.64,104.5,109.6,0,0
BTC.V,D,20130814,000000,109.6,115,108,112.56,0,0
BTC.V,D,20130815,000000,112.56,113.32,108.78,109.99,0,0
BTC.V,D,20130816,000000,109.99,112.3,108.21,108.99,0,0
BTC.V,D,20130817,000000,108.99,114,108.23,112.75,0,0
BTC.V,D,20130818,000000,112.75,114.69,112,113.38,0,0
BTC.V,D,20130819,000000,113.38,123.75,111.77,118.5,0,0
BTC.V,D,20130820,000000,118.5,123.01,116.82,121.2,0,0
BTC.V,D,20130821,000000,121.2,125,119.68,123.3,0,0
BTC.V,D,20130822,000000,123.3,124.49,120.54,122,0,0
BTC.V,D,20130823,000000,122,122,118.44,118.51,0,0
BTC.V,D,20130824,000000,118.51,121.39,118.02,119.6,0,0
BTC.V,D,20130825,000000,119.6,122.99,119.14,122.11,0,0
BTC.V,D,20130826,000000,122.11,122.97,119.92,120.07,0,0
BTC.V,D,20130827,000000,120.07,133,120,131.29,0,0
BTC.V,D,20130828,000000,131.29,131.72,128.02,128.76,0,0
BTC.V,D,20130829,000000,128.76,131.2,128.18,129.3,0,0
BTC.V,D,20130830,000000,129.3,142.76,128.56,138.03,0,0
BTC.V,D,20130831,000000,138.03,148.7,135.89,141,0,0
BTC.V,D,20130901,000000,141,147.29,141,146.01,0,0
BTC.V,D,20130902,000000,146.01,148.5,142.11,144,0,0
BTC.V,D,20130903,000000,144,148.91,142.2,144,0,0
BTC.V,D,20130904,000000,144,145.8,130.09,132.51,0,0
BTC.V,D,20130905,000000,132.51,137.97,127.24,130.2,0,0
BTC.V,D,20130906,000000,130.2,134,121.9,121.9,0,0
BTC.V,D,20130907,000000,121.9,131.02,121.25,128.99,0,0
BTC.V,D,20130908,000000,128.99,129.87,124.06,126.32,0,0
BTC.V,D,20130909,000000,126.32,137.48,124,133.1,0,0
BTC.V,D,20130910,000000,133.1,136.02,131.38,132.62,0,0
BTC.V,D,20130911,000000,132.62,145.9,127.5,142.1,0,0
BTC.V,D,20130912,000000,142.1,145.52,137.51,139.35,0,0
BTC.V,D,20130913,000000,139.35,145.6,137.82,140.66,0,0
BTC.V,D,20130914,000000,140.66,142,136.5,136.71,0,0
BTC.V,D,20130915,000000,136.71,141,135.04,138.3,0,0
BTC.V,D,20130916,000000,138.3,142.23,137.9,139.42,0,0
BTC.V,D,20130917,000000,139.42,141.37,138,139.15,0,0
BTC.V,D,20130918,000000,139.15,142,139.01,140.41,0,0
BTC.V,D,20130919,000000,140.41,141.2,131.14,135.05,0,0
BTC.V,D,20130920,000000,135.05,137.28,131,133.81,0,0
BTC.V,D,20130921,000000,133.81,135.99,132,134.38,0,0
BTC.V,D,20130922,000000,134.38,135,131,134,0,0
BTC.V,D,20130923,000000,134,135,132,133.4,0,0
BTC.V,D,20130924,000000,133.4,136.59,132.5,134.78,0,0
BTC.V,D,20130925,000000,134.78,138,134.7,135,0,0
BTC.V,D,20130926,000000,135,139,134.71,137.1,0,0
BTC.V,D,20130927,000000,137.1,142.66,134.83,138.93,0,0
BTC.V,D,20130928,000000,138.93,143,138.02,142.5,0,0
BTC.V,D,20130929,000000,142.5,145.81,141.36,143.88,0,0
BTC.V,D,20130930,000000,143.88,145.81,138.12,141.9,0,0
BTC.V,D,20131001,000000,141.9,144.44,139.41,140.3,0,0
BTC.V,D,20131002,000000,140.3,141.93,109.7,123,0,0
BTC.V,D,20131003,000000,123,132,120.1,130.99,0,0
BTC.V,D,20131004,000000,130.99,139.8,128.5,136.82,0,0
BTC.V,D,20131005,000000,136.82,138,135.3,136.7,0,0
BTC.V,D,20131006,000000,136.7,138,134.1,137.8,0,0
BTC.V,D,20131007,000000,137.8,139,135.12,135.8,0,0
BTC.V,D,20131008,000000,135.8,137.78,135.65,136.49,0,0
BTC.V,D,20131009,000000,136.49,142.1,135.8,139.5,0,0
BTC.V,D,20131010,000000,139.5,141.69,138.51,140.41,0,0
BTC.V,D,20131011,000000,140.41,141.85,138.87,140.1,0,0
BTC.V,D,20131012,000000,140.1,143.05,139.39,142.89,0,0
BTC.V,D,20131013,000000,142.89,147.65,141.5,147.53,0,0
BTC.V,D,20131014,000000,147.53,153.69,146.03,151.37,0,0
BTC.V,D,20131015,000000,151.37,158.1,150.62,158.09,0,0
BTC.V,D,20131016,000000,158.09,162.99,144.2,152.82,0,0
BTC.V,D,20131017,000000,152.82,159.94,150.75,157.59,0,0
BTC.V,D,20131018,000000,157.59,168.29,156.49,168.28,0,0
BTC.V,D,20131019,000000,168.28,195.8,167.08,183.15,0,0
BTC.V,D,20131020,000000,183.15,186.1,177.24,186.1,0,0
BTC.V,D,20131021,000000,186.1,197.37,183.18,192.78,0,0
BTC.V,D,20131022,000000,192.78,205.5,192.78,202.99,0,0
BTC.V,D,20131023,000000,202.99,227.98,200.7,227.97,0,0
BTC.V,D,20131024,000000,227.97,233.38,175.3,206.98,0,0
BTC.V,D,20131025,000000,206.98,208.97,176.6,197.88,0,0
BTC.V,D,20131026,000000,197.88,198.41,186.99,188.56,0,0
BTC.V,D,20131027,000000,188.56,207.81,188.56,206.91,0,0
BTC.V,D,20131028,000000,206.91,209.79,200.42,206.9,0,0
BTC.V,D,20131029,000000,206.9,216.5,204.2,216,0,0
BTC.V,D,20131030,000000,216,216.49,203.99,208,0,0
BTC.V,D,20131031,000000,208,214.99,205.43,211.17,0,0
BTC.V,D,20131101,000000,211.17,214.95,209.71,213.43,0,0
BTC.V,D,20131102,000000,213.43,214.86,211,211.69,0,0
BTC.V,D,20131103,000000,211.69,226.95,211.69,224,0,0
BTC.V,D,20131104,000000,224,238.98,221.95,238.16,0,0
BTC.V,D,20131105,000000,238.16,258.87,229,251.3,0,0
BTC.V,D,20131106,000000,251.3,272.52,251.3,264.1,0,0
BTC.V,D,20131107,000000,264.1,324.21,263.6,309.65,0,0
BTC.V,D,20131108,000000,309.65,358,308.01,355,0,0
BTC.V,D,20131109,000000,355,394.99,339.99,367.79,0,0
BTC.V,D,20131110,000000,367.79,372.52,289.96,336.32,0,0
BTC.V,D,20131111,000000,336.32,375.99,321.41,362.98,0,0
BTC.V,D,20131112,000000,362.98,391.79,358.97,380.04,0,0
BTC.V,D,20131113,000000,380.04,444.97,372.17,434.85,0,0
BTC.V,D,20131114,000000,434.85,447.49,402.54,433.4,0,0
BTC.V,D,20131115,000000,433.4,457.92,412.97,433.92,0,0
BTC.V,D,20131116,000000,433.92,476.94,427.98,461.96,0,0
BTC.V,D,20131117,000000,461.96,536.75,456.98,528.3,0,0
BTC.V,D,20131118,000000,528.3,787.93,521.98,785.43,0,0
BTC.V,D,20131119,000000,785.43,900.92,502.61,645.69,0,0
BTC.V,D,20131120,000000,645.69,649.99,453.29,637.97,0,0
BTC.V,D,20131121,000000,637.97,784.32,595.19,764.91,0,0
BTC.V,D,20131122,000000,764.91,821.99,682.28,802,0,0
BTC.V,D,20131123,000000,802,890.03,799.54,832.5,0,0
BTC.V,D,20131124,000000,832.5,854.99,745.21,795.01,0,0
BTC.V,D,20131125,000000,795.01,849.99,758.95,829.99,0,0
BTC.V,D,20131126,000000,829.99,974.96,825.08,969.96,0,0
BTC.V,D,20131127,000000,969.96,1094.78,914.27,1079.89,0,0
BTC.V,D,20131128,000000,1079.89,1224.48,1032.06,1101.38,0,0
BTC.V,D,20131129,000000,1101.38,1241.92,1049.96,1206.93,0,0
BTC.V,D,20131130,000000,1206.93,1232.94,1150.16,1205.66,0,0
BTC.V,D,20131201,000000,1205.66,1216.84,840.27,1004.39,0,0
BTC.V,D,20131202,000000,1004.39,1117.73,974.97,1096.56,0,0
BTC.V,D,20131203,000000,1096.56,1185.63,1064.91,1154.86,0,0
BTC.V,D,20131204,000000,1154.86,1239.7,1131.35,1237.55,0,0
BTC.V,D,20131205,000000,1237.55,1239.86,869.99,1106.35,0,0
BTC.V,D,20131206,000000,1106.35,1118.93,800.07,845.02,0,0
BTC.V,D,20131207,000000,845.02,895.96,576.03,697.02,0,0
BTC.V,D,20131208,000000,697.02,828.96,653.03,803.96,0,0
BTC.V,D,20131209,000000,803.96,980.03,787.73,918.95,0,0
BTC.V,D,20131210,000000,918.95,1067.7,911.96,1033.72,0,0
BTC.V,D,20131211,000000,1033.72,1056.76,856.06,919.93,0,0
BTC.V,D,20131212,000000,919.93,940.98,839.51,899.98,0,0
BTC.V,D,20131213,000000,899.98,989.89,882.11,936.77,0,0
BTC.V,D,20131214,000000,936.77,947.93,875.11,908.94,0,0
BTC.V,D,20131215,000000,908.94,927.9,837.98,919.88,0,0
BTC.V,D,20131216,000000,919.88,924.94,714.03,759.92,0,0
BTC.V,D,20131217,000000,759.92,779.96,678.88,714.97,0,0
BTC.V,D,20131218,000000,714.97,716.99,454.86,540.98,0,0
BTC.V,D,20131219,000000,540.98,745.96,522.44,731.95,0,0
BTC.V,D,20131220,000000,731.95,774.39,621.25,649.96,0,0
BTC.V,D,20131221,000000,649.96,690,610,640.48,0,0
BTC.V,D,20131222,000000,640.48,699.91,614.95,639.49,0,0
BTC.V,D,20131223,000000,639.49,724.92,631.01,713.24,0,0
BTC.V,D,20131224,000000,713.24,729.94,665.98,702.75,0,0
BTC.V,D,20131225,000000,702.75,709.95,673.93,707.25,0,0
BTC.V,D,20131226,000000,707.25,829.63,707.21,801.98,0,0
BTC.V,D,20131227,000000,801.98,836.83,767.87,803.05,0,0
BTC.V,D,20131228,000000,803.05,805.97,715.6,761.99,0,0
BTC.V,D,20131229,000000,761.99,803.95,734.98,784.96,0,0
BTC.V,D,20131230,000000,784.96,818.83,780.96,804.83,0,0
BTC.V,D,20131231,000000,804.83,813.94,776.96,805.94,0,0
BTC.V,D,20140101,000000,805.94,829.93,770.97,815.94,0,0
BTC.V,D,20140102,000000,815.94,886.21,810.47,856.91,0,0
BTC.V,D,20140103,000000,856.91,888.23,839.44,884.26,0,0
BTC.V,D,20140104,000000,884.26,932.16,848.32,924.69,0,0
BTC.V,D,20140105,000000,924.69,1029.86,911.36,1014.74,0,0
BTC.V,D,20140106,000000,1014.74,1093.44,964.74,1012.65,0,0
BTC.V,D,20140107,000000,1012.65,1043.98,879.85,879.9,0,0
BTC.V,D,20140108,000000,879.9,966.9,858.9,938.84,0,0
BTC.V,D,20140109,000000,938.84,964.64,866.55,936.95,0,0
BTC.V,D,20140110,000000,936.95,964.84,905.88,957.76,0,0
BTC.V,D,20140111,000000,957.76,1010.84,935,1005.32,0,0
BTC.V,D,20140112,000000,1005.32,1022.67,922.07,939.79,0,0
BTC.V,D,20140113,000000,939.79,949.24,879.94,922.91,0,0
BTC.V,D,20140114,000000,922.91,942.47,904.19,919.28,0,0
BTC.V,D,20140115,000000,919.28,973.09,915.06,941.22,0,0
BTC.V,D,20140116,000000,941.22,955.53,910.5,913.49,0,0
BTC.V,D,20140117,000000,913.49,929.75,867.22,894.16,0,0
BTC.V,D,20140118,000000,894.16,924.74,884.74,905.72,0,0
BTC.V,D,20140119,000000,905.72,958.07,901.88,954.8,0,0
BTC.V,D,20140120,000000,954.8,980.54,925.96,955.95,0,0
BTC.V,D,20140121,000000,955.95,974.25,943.18,962.21,0,0
BTC.V,D,20140122,000000,962.21,973.94,934.95,950.95,0,0
BTC.V,D,20140123,000000,950.95,958.06,936.27,944.16,0,0
BTC.V,D,20140124,000000,944.16,949.52,902.89,916.55,0,0
BTC.V,D,20140125,000000,916.55,978.41,915.86,961.05,0,0
BTC.V,D,20140126,000000,961.05,1038.06,950.66,1007,0,0
BTC.V,D,20140127,000000,1007,1021.45,937.23,943.54,0,0
BTC.V,D,20140128,000000,943.54,972.61,911.65,932.68,0,0
BTC.V,D,20140129,000000,932.68,950.56,918.86,925.67,0,0
BTC.V,D,20140130,000000,925.67,953.24,909.46,941.39,0,0
BTC.V,D,20140131,000000,941.39,954.71,924.59,938.85,0,0
BTC.V,D,20140201,000000,938.85,969.19,927.8,940.42,0,0
BTC.V,D,20140202,000000,940.42,959.38,934.41,953.31,0,0
BTC.V,D,20140203,000000,953.31,959.58,931.67,931.71,0,0
BTC.V,D,20140204,000000,931.71,949.1,900.76,926.64,0,0
BTC.V,D,20140205,000000,926.64,939.75,890.05,904.52,0,0
BTC.V,D,20140206,000000,904.52,908.77,800.93,828.87,0,0
BTC.V,D,20140207,000000,828.87,833.07,651.73,695.65,0,0
BTC.V,D,20140208,000000,695.65,719.26,632.08,648.78,0,0
BTC.V,D,20140209,000000,648.78,694.12,622.53,659.57,0,0
BTC.V,D,20140210,000000,659.57,700.04,500.04,582.63,0,0
BTC.V,D,20140211,000000,582.63,609.71,550.22,578.96,0,0
BTC.V,D,20140212,000000,578.96,585.12,511.9,531.13,0,0
BTC.V,D,20140213,000000,531.13,549.2,451.33,451.44,0,0
BTC.V,D,20140214,000000,451.44,500.03,302.18,427.68,0,0
BTC.V,D,20140215,000000,427.68,447.94,310.08,371.07,0,0
BTC.V,D,20140216,000000,371.07,540.03,220.37,299.8,0,0
BTC.V,D,20140217,000000,299.8,411.21,263.36,272.28,0,0
BTC.V,D,20140218,000000,272.28,370.12,248.31,293.95,0,0
BTC.V,D,20140219,000000,293.95,308.63,257.24,261.53,0,0
BTC.V,D,20140220,000000,261.53,271.61,109.22,111.92,0,0
BTC.V,D,20140221,000000,111.92,160.15,91.66,111.56,0,0
BTC.V,D,20140222,000000,111.56,290.59,96.72,255.59,0,0
BTC.V,D,20140223,000000,255.59,349.15,220.31,310.17,0,0
BTC.V,D,20140224,000000,310.17,316.88,131.85,174,0,0
